episode,steps,total_reward,success,collisions,epsilon
1,53,-73.5196374278662,False,1,0.99
2,323,494.91641497711555,False,1,0.9801
3,41,-86.428672998572,False,1,0.9702989999999999
4,120,-34.089534067405175,False,1,0.96059601
5,343,1207.6456084745653,True,0,0.9509900498999999
6,247,322.87280602494116,False,1,0.9414801494009999
7,224,839.0043712533248,True,0,0.9320653479069899
8,305,681.2536940242879,False,1,0.92274469442792
9,98,-43.90858932301148,False,1,0.9135172474836407
10,447,1358.215041535705,True,0,0.9043820750088043
11,238,873.7498849351105,True,0,0.8953382542587163
12,356,428.9840964824054,False,1,0.8863848717161291
13,312,720.2617378360603,False,1,0.8775210229989678
14,303,1038.556373905169,True,0,0.8687458127689781
15,296,1111.3315597316841,True,0,0.8600583546412883
16,353,1222.3843798077544,True,0,0.8514577710948754
17,317,516.9733580438434,False,1,0.8429431933839266
18,176,784.7564883486444,True,0,0.8345137614500874
19,196,838.5888188189034,True,0,0.8261686238355865
20,198,821.9114134382088,True,0,0.8179069375972307
21,215,255.492109259774,False,1,0.8097278682212583
22,195,852.0747779060341,True,0,0.8016305895390458
23,225,39.33161614210739,False,1,0.7936142836436553
24,117,-31.32125666563121,False,1,0.7856781408072188
25,294,811.7640325634271,True,0,0.7778213593991465
26,367,1119.7779336367466,True,0,0.7700431458051551
27,184,819.1960165944919,True,0,0.7623427143471035
28,302,903.733459926815,True,0,0.7547192872036325
29,155,774.9016243964106,True,0,0.7471720943315961
30,245,907.776980912328,True,0,0.7397003733882802
31,312,1165.4118579943952,True,0,0.7323033696543974
32,181,813.1050433018768,True,0,0.7249803359578534
33,196,860.2873672011202,True,0,0.7177305325982748
34,251,784.4512153736853,True,0,0.7105532272722921
35,166,750.6569297005509,True,0,0.7034476949995692
36,183,832.9741635973342,True,0,0.6964132180495735
37,203,866.9625491900119,True,0,0.6894490858690777
38,177,758.9896785178578,True,0,0.682554595010387
39,118,-40.491999233264245,False,1,0.6757290490602831
40,172,765.4211913621509,True,0,0.6689717585696803
41,371,1259.0117759390857,True,0,0.6622820409839835
42,165,755.7359720357185,True,0,0.6556592205741436
43,151,757.2881765542236,True,0,0.6491026283684022
44,158,728.9349219838937,True,0,0.6426116020847181
45,157,758.1487489379459,True,0,0.6361854860638709
46,181,751.703199294589,True,0,0.6298236312032323
47,155,748.7190665862807,True,0,0.6235253948912
48,170,818.9043125482311,True,0,0.617290140942288
49,277,820.5736740530385,True,0,0.6111172395328651
50,153,745.8295629764749,True,0,0.6050060671375365
51,146,722.3402775680383,True,0,0.5989560064661611
52,144,750.0964144057798,True,0,0.5929664464014994
53,168,775.6291318599112,True,0,0.5870367819374844
54,191,836.0459521592591,True,0,0.5811664141181095
55,153,778.5729458508124,True,0,0.5753547499769285
56,163,793.6592070117879,True,0,0.5696012024771592
57,297,1093.5452994656162,True,0,0.5639051904523876
58,193,785.4155264137462,True,0,0.5582661385478638
59,134,-37.0857953137018,False,1,0.5526834771623851
60,223,787.6487981386304,True,0,0.5471566423907612
61,171,792.3470796563957,True,0,0.5416850759668536
62,162,806.8481980950271,True,0,0.536268225207185
